"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT08"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-06","5.14","2.53","0.0","0.0","88","72","  150",,"8.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-07","2.68","0.54","0.0","0.0","82","73","  330",,"6.0",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-08","5.37","0.02","0.0","0.0","86","74","  290",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-09","5.14","0.00","0.0","0.0","88","73","  230",,"8.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-10","6.26","0.00","0.0","0.0","91","75","  300",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-11","8.28","0.00","0.0","0.0","90","71","  330","  320","16.1","23.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-12","5.37","0.15","0.0","0.0","91","69","  180",,"10.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-13","4.25","0.00","0.0","0.0","89","69","  330",,"8.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-14","2.24","0.00","0.0","0.0","92","74","  190",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-15","2.68","0.07","0.0","0.0","92","71","  210",,"8.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-16","2.24","0.00","0.0","0.0","90","69","  160",,"6.9",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-17","4.03","0.00","0.0","0.0","93","73","  170",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-18","3.36","0.00","0.0","0.0","94","74","  100",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-19","3.13","0.00","0.0","0.0","95","75","  160",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-20","3.13","0.25","0.0","0.0","94","72","  180",,"8.1",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-21","3.58","0.00","0.0","0.0","93","77","  210",,"8.1",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-22","4.70","0.00","0.0","0.0","92","73","  170",,"14.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-23","6.49","0.04","0.0","0.0","91","71","  100","  140","15.0","32.0",,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-24","4.92","0.00","0.0","0.0","86","71","  120",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-25","4.92","0.54","0.0","0.0","93","71","   20",,"12.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-26","3.13","0.22","0.0","0.0","90","70","   40",,"8.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-27","4.70","0.00","0.0","0.0","91","70","  180",,"13.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-28","6.04","0.43","0.0","0.0","88","74","  170",,"10.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-29","8.28","0.49","0.0","0.0","86","73","  240","  240","13.0","18.1","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-30","7.61","0.41","0.0","0.0","87","74","  240","  240","14.1","21.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-07-31","6.71","0.00","0.0","0.0","91","73","  220","  220","12.1","21.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-01","6.04","0.00","0.0","0.0","89","72","  230","  240","13.0","18.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-02","3.80","0.00","0.0","0.0","92","74","   20",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-03","6.26","0.00","0.0","0.0","91","74","  250","  250","13.0","18.1",,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-04","3.13","0.00","0.0","0.0","91","71","  330",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-05","4.25","0.00","0.0","0.0","92","72","  190",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-06","3.80","0.00","0.0","0.0","89","72","  200",,"8.9",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-07","3.36","0.00","0.0","0.0","92","72","  290",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-08","4.25","0.00","0.0","0.0","93","72","  310",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-09","3.58","0.43","0.0","0.0","94","72","  200",,"8.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-10","2.68","1.09","0.0","0.0","93","70","  280",,"6.0",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-11","3.80","0.00","0.0","0.0","90","71","  360",,"8.9",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-12","4.03","0.01","0.0","0.0","90","71","   20",,"8.1",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-13","3.36","0.00","0.0","0.0","91","72","  220",,"13.0",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-14","6.71","0.42","0.0","0.0","88","71","  210",,"10.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-15","5.37","1.12","0.0","0.0","85","73","   40","   40","14.1","17.0","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-16","5.37","0.00","0.0","0.0","91","71","  310",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-17","4.03","0.00","0.0","0.0","92","71","  330",,"10.1",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-18","4.92","0.00","0.0","0.0","91","71","  320",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-19","6.71","0.27","0.0","0.0","89","69","   40","  160","16.1","21.0","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-20","5.14","0.70","0.0","0.0","83","68","  170",,"10.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-21","4.25","0.00","0.0","0.0",,,"  160",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-22","5.59","0.05","0.0","0.0","85","67","  160",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-23","4.47","0.00","0.0","0.0","87","71","  150",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-24","7.38","0.14","0.0","0.0","83","73","  100",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-25","6.49","0.24","0.0","0.0","85","73","   20",,"10.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-26","5.82","0.00","0.0","0.0","92","76","   80",,"8.9",,,,"    1","    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-27","7.38","0.11","0.0","0.0","91","75","  180",,"15.0",,,,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-28","7.83","0.65","0.0","0.0","88","73","  210",,"10.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-29","8.05","0.01","0.0","0.0","87","75","  210","  230","15.0","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-30","5.82","0.00","0.0","0.0","91","73","  190",,"13.0",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-08-31","5.59","0.00","0.0","0.0","89","74","  230",,"10.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-01","4.03","0.00","0.0","0.0","90","73","  230",,"8.9",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-02","5.14","0.00","0.0","0.0","89","75","  220",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-03","3.80","0.00","0.0","0.0","90","72","  260",,"10.1",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-04","4.92","0.00","0.0","0.0","93","71","  310",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-05","8.05","0.00","0.0","0.0","90","70","  350","  350","13.0","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-06","8.28","0.00","0.0","0.0","88","66","   80","   80","12.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-07","6.49","0.00","0.0","0.0","88","64","   80","   80","10.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-08","6.71","0.00","0.0","0.0","89","68","   60","   60","12.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-09","7.38","0.00","0.0","0.0","88","66","   40",,"14.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-10","6.26","0.04","0.0","0.0","89","73","   80",,"10.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-11","6.26","0.32","0.0","0.0","92","73","  360",,"8.1",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-12","6.71","0.01","0.0","0.0","90","73","   90","  120","13.0","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-13","9.40","0.00","0.0","0.0","90","72","   90","   90","14.1","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-14","8.72","0.00","0.0","0.0","88","72","   80","   80","13.0","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-15","11.63","0.01","0.0","0.0","83","70","   80","   80","16.1","23.9","    1",,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-16","18.12","4.41","0.0","0.0","71","66","   60","   40","23.9","36.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-17","6.71","0.82","0.0","0.0","79","68","   10","   20","14.1","18.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-18","6.71","0.00","0.0","0.0","82","67","   40","   20","10.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-19","8.95","0.00","0.0","0.0","71","62","   80",,"17.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-20","11.41","0.00","0.0","0.0","73","58","   60","   70","18.1","28.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-21","12.08","0.00","0.0","0.0","72","58","   60","   70","17.0","25.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-22","7.38","0.00","0.0","0.0","72","55","   80","   60","12.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-23","5.59","0.00","0.0","0.0","79","62","  100",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-24","9.84","0.70","0.0","0.0","72","65","  150","  150","18.1","25.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-25","5.14",,"0.0",,"76","68","  190",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-26","2.24",,"0.0",,"82","66","  320",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-27","6.26","0.05","0.0",,"82","68","  170","  150","14.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-28","6.71","0.25","0.0",,"84","65","  240","  240","14.1","31.1","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-29","6.71","0.16","0.0",,"65","54","  350","  340","13.0","18.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-09-30","3.80","0.00","0.0",,"74","50","  300",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-01","6.26","0.00","0.0",,"80","55","  260","  270","12.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-02","6.71","0.00","0.0",,"71","50","   30","  350","14.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-03","7.16","0.00","0.0",,"73","49","   40",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-04","5.37","0.00","0.0",,"73","51","   30",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-05","4.70","0.00","0.0",,"77","54","   20",,"8.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-06","5.37","0.00","0.0",,"79","59","   50",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-07","3.80","0.00","0.0",,"87","64","   20",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-08","4.92",,"0.0",,"84","63","   40",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-09","7.61","2.59","0.0",,"72","66","   50","   90","15.0","18.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-10","11.41","0.53","0.0",,"79","70","  180","  180","28.0","40.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-11","8.95","0.22","0.0",,"72","69","  240","  230","14.1","21.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-12","4.70","0.00","0.0",,"81","69","  300",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-13","5.14","0.00","0.0",,"82",,"  330",,"8.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-14","6.49","0.00","0.0","0.0","80","55","   30",,"12.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-15","3.80","0.00","0.0","0.0","80","61","  210",,"13.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-16","8.05",,,,"70","49","  330","   10","14.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-17","7.83","0.00",,"0.0","69","43","   90","   90","14.1","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-18","7.38","0.00","0.0","0.0","77","52","   60","  150","10.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-19","6.71","0.00","0.0",,"79","58","   80",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-20","7.61","0.00","0.0",,"81","61","   60",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-21","8.05","0.00","0.0","0.0","82","64","   20","  100","13.0","16.1","    1",,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-22","7.38","0.00","0.0","0.0","82","65","  100",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-23","5.14","0.00","0.0",,"82","66","  100",,"13.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-24","4.25","1.02","0.0",,"72","66","  290",,"12.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-25","2.01","0.00","0.0","0.0","77","65","   10",,"6.0",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-26","4.92","0.00","0.0",,"79","67","  100",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-27","6.71","0.12","0.0","0.0","76","67","   70",,"8.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-28","8.50","0.03","0.0","0.0","78","72","  150","  150","21.9","35.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-29","16.55","0.16","0.0","0.0","82","48","  190","  190","29.1","55.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-30","10.51","0.00","0.0","0.0","65","48","  360","  320","16.1","28.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-10-31","9.62","0.00",,"0.0","69","47","   70","   80","13.0","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-01","7.83","0.00","0.0",,"72","51","  340","  340","14.1","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-02","9.17","0.00","0.0",,"62","39","  350","  350","19.9","25.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-03","4.03","0.00","0.0",,"68","35","  350",,"8.1",,,,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-04","4.70","0.00","0.0",,"71","42","   60",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-05","6.71","0.00","0.0","0.0","74","49","  100",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-06","8.95","0.00","0.0","0.0","77","56","   90","   70","13.0","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-07","7.83","0.00","0.0","0.0","70","59","   50","  100","12.1","17.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-08","10.51","0.00","0.0","0.0","74","63","   80","   80","15.0","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-09","11.63","0.00","0.0","0.0","79","66","   90","   90","18.1","28.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-10","9.40","0.01","0.0","0.0","74","68","  100","  100","15.0","23.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-11","2.91","0.48","0.0",,"77","70","  100",,"6.9",,"    1",,,"    1"
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-12","9.40",,"0.0",,"76","56","  350",,"13.0",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-13","6.26","0.00","0.0","0.0","76","51","   10",,"13.0",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-14","5.82","0.00","0.0","0.0","75","51","   40",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-15","6.93","0.00","0.0","0.0","72","46","  220",,"13.0",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-16","6.71","0.00","0.0","0.0","64","41","  360","  340","10.1","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-17","9.17","0.00","0.0","0.0","67","41","  340","  320","18.1","30.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-18","8.05","0.00","0.0",,"64","40","   40","   20","14.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-19","7.61","0.00","0.0",,"65","42","   80",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-20","5.37","0.00","0.0",,"72","45","   90",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-21","4.92","0.00","0.0",,"71","50","  350",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-22","4.25","0.00","0.0",,"71","51","  330",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-23","8.72","0.00","0.0",,"63","44","  350","  340","15.0","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-24","7.61","0.00","0.0",,"67","41","  150",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-25","9.62","0.49","0.0",,"74","53","  170","  190","18.1","21.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-26","5.82","1.12","0.0",,"74","55","  170","  250","13.0","23.9","    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-27","2.01","0.78","0.0",,"71","53","  250",,"8.9",,"    1",,"    1",
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-28","5.82","0.28","0.0",,"65","55","   20",,"10.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-29","6.49","1.87","0.0","0.0","63","53","   60","  100","15.0","19.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-11-30","14.32","0.03","0.0","0.0","62","33","  240","  300","21.9","35.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-01","6.49","0.00","0.0","0.0","44","26","  310","  310","14.1","21.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-02","5.14","0.00","0.0","0.0","57","26","  350",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-03","5.82","0.00","0.0","0.0","58","31","  160",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-04","8.05","0.04","0.0","0.0","58","37","  310","  320","16.1","29.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-05","5.59","0.00","0.0","0.0","59","34","  330",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-06","3.58","0.04","0.0","0.0","57","38","  210",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-07","10.96","0.00","0.0","0.0","51","34","  300","  310","19.9","25.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-08","8.28","0.00","0.0","0.0","52","29","  350","  330","16.1","16.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-09","4.25","0.00","0.0","0.0","62","30","  280",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-10","1.79","0.00","0.0","0.0","69","40","  190",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-11","6.71","0.00","0.0","0.0","65","57","  160",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-12","8.28","0.10","0.0","0.0","67","52","  160","  150","13.0","18.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-13","5.37","0.07","0.0","0.0","66","52","  170","  170","16.1","21.0","    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-14","14.09","0.17","0.0","0.0","66","38","  230","  230","25.1","38.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-15","9.62","0.04","0.0","0.0","57","38","   90","   80","15.0","17.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-16","7.38","0.37","0.0","0.0","48","41","  100","  100","12.1","17.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-17","8.50","0.00","0.0","0.0","41","29","  330","  310","13.0","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-18","4.92","0.00","0.0","0.0","54","25","   20",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-19","4.92","0.01","0.0","0.0","55","30","  160",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-20","4.47","0.02","0.0","0.0","59","44","  120",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-21","6.26","0.00","0.0","0.0","58","44","  290",,"10.1",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-22","4.03","0.00","0.0","0.0","66","37","  340",,"12.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-23","8.72","0.13","0.0","0.0","67","41","  170","  150","15.0","19.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-24","11.41","1.58","0.0","0.0","57","29","  300","  290","19.9","33.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-25","8.72","0.00","0.0","0.0","38","25","  280","  280","17.0","25.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-26","3.58","0.00","0.0","0.0","49","23","  320",,"6.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-27","3.13","0.00","0.0","0.0","57","29","  170",,"10.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-28","3.58","0.00","0.0","0.0","63","35","  320",,"8.9",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-29","5.37","0.00","0.0","0.0","64","46","   40",,"12.1",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-30","8.05","0.01","0.0","0.0","66","50","  140","  140","14.1","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2020-12-31","6.71","0.18","0.0","0.0","63","51","  120",,"10.1",,"    1","    1",,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-01","11.18","0.53","0.0","0.0","67","59","  150","  150","19.9","29.1","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-02","5.14","0.00","0.0","0.0","63","46","  280","  270","10.1","17.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-03","7.61","0.00","0.0","0.0","53","37","  300","  300","14.1","21.9",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-04","5.82","0.00","0.0","0.0","60","34","  230",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-05","7.61","0.00","0.0","0.0","60","40","  310","  310","14.1","21.0",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-06","5.59","0.00","0.0","0.0","56","32","   20",,"14.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-07","8.95","0.28","0.0","0.0","46","41","   30","   90","16.1","30.0","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-08","8.50","0.01","0.0","0.0","42","36","  320","  330","15.0","21.9","    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-09","9.62","0.00","0.0","0.0","37","33","  330","  320","14.1","18.1",,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-10","3.13","0.00","0.0",,"45","24","  350",,"8.1",,,,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-11","5.82",,"0.0",,"46","38","  360",,"8.9",,"    1",,,
"USW00003892","AUBURN OPELIKA AIRPORT, AL US","2021-01-12","6.71",,"0.0",,"42","35","  310",,"12.1",,"    1",,,
